Instance,Type,Name,ID
NHMIS Instance,NHMIS instance data element operands,"Neonatal Tetanus (IDSR) Death, 5-9 Years",n5xXC0OSF5g.AQg8DZjcKfr
NHMIS Instance,NHMIS instance data element operands,"Neonatal Tetanus (IDSR) Death, 10-19 Years",n5xXC0OSF5g.Edj6xrK30GQ
NHMIS Instance,NHMIS instance data element operands,"Neonatal Tetanus (IDSR) Death, 20-40 years",n5xXC0OSF5g.ToNzwZ3X4fs
NHMIS Instance,NHMIS instance data element operands,"Neonatal Tetanus (IDSR) Death, >40 Years",n5xXC0OSF5g.Qw3zZg1ZMv0
NHMIS Instance,NHMIS instance data element operands,"New HIV/ AIDS cases(IDSR) OPD, 0-28 Days",W2hOebxXVug.m0rtkiHX676
NHMIS Instance,NHMIS instance data element operands,"New HIV/ AIDS cases(IDSR) OPD, 1-11 Months",W2hOebxXVug.SjLnrVqttdb
NHMIS Instance,NHMIS instance data element operands,"New HIV/ AIDS cases(IDSR) OPD, 12-59 Months",W2hOebxXVug.S9lgLKttxVk
NHMIS Instance,NHMIS instance data element operands,"New HIV/ AIDS cases(IDSR) OPD, 5-9 Years",W2hOebxXVug.GuwQDSNXI2n
NHMIS Instance,NHMIS instance data element operands,"New HIV/ AIDS cases(IDSR) OPD, 10-19 Years",W2hOebxXVug.Azb36tdrvnc
NHMIS Instance,NHMIS instance data element operands,"New HIV/ AIDS cases(IDSR) OPD, 20-40 years",W2hOebxXVug.W8BTSrLbsah
NHMIS Instance,NHMIS instance data element operands,"New HIV/ AIDS cases(IDSR) OPD, >40 Years",W2hOebxXVug.HfE9ylTZhoB
NHMIS Instance,NHMIS instance data element operands,"New HIV/ AIDS cases(IDSR) IPD, 0-28 Days",W2hOebxXVug.KSd2hoMJ40u
NHMIS Instance,NHMIS instance data element operands,"New HIV/ AIDS cases(IDSR) IPD, 1-11 Months",W2hOebxXVug.HrcVeqd27yB
NHMIS Instance,NHMIS instance data element operands,"New HIV/ AIDS cases(IDSR) IPD, 12-59 Months",W2hOebxXVug.rqVvIKBjypm
NHMIS Instance,NHMIS instance data element operands,"New HIV/ AIDS cases(IDSR) IPD, 5-9 Years",W2hOebxXVug.dE2b3PDnsmX
NHMIS Instance,NHMIS instance data element operands,"New HIV/ AIDS cases(IDSR) IPD, 10-19 Years",W2hOebxXVug.BTA74ERPVoO
NHMIS Instance,NHMIS instance data element operands,"New HIV/ AIDS cases(IDSR) IPD, 20-40 years",W2hOebxXVug.EyvTWWXtkHG
NHMIS Instance,NHMIS instance data element operands,"New HIV/ AIDS cases(IDSR) IPD, >40 Years",W2hOebxXVug.fwgSj4H5cWg
NHMIS Instance,NHMIS instance data element operands,"New HIV/ AIDS cases(IDSR) Death, 0-28 Days",W2hOebxXVug.mDrlCrRm1I1
NHMIS Instance,NHMIS instance data element operands,"New HIV/ AIDS cases(IDSR) Death, 1-11 Months",W2hOebxXVug.EDAuN8MhOiL
NHMIS Instance,NHMIS instance data element operands,"New HIV/ AIDS cases(IDSR) Death, 12-59 Months",W2hOebxXVug.ehxdCvRNiDI
NHMIS Instance,NHMIS instance data element operands,"New HIV/ AIDS cases(IDSR) Death, 5-9 Years",W2hOebxXVug.AQg8DZjcKfr
NHMIS Instance,NHMIS instance data element operands,"New HIV/ AIDS cases(IDSR) Death, 10-19 Years",W2hOebxXVug.Edj6xrK30GQ
NHMIS Instance,NHMIS instance data element operands,"New HIV/ AIDS cases(IDSR) Death, 20-40 years",W2hOebxXVug.ToNzwZ3X4fs
NHMIS Instance,NHMIS instance data element operands,"New HIV/ AIDS cases(IDSR) Death, >40 Years",W2hOebxXVug.Qw3zZg1ZMv0
NHMIS Instance,NHMIS instance data element operands,"Onchocerciasis(IDSR) OPD, 0-28 Days",zYSy2DTLMZ5.m0rtkiHX676
NHMIS Instance,NHMIS instance data element operands,"Onchocerciasis(IDSR) OPD, 1-11 Months",zYSy2DTLMZ5.SjLnrVqttdb
NHMIS Instance,NHMIS instance data element operands,"Onchocerciasis(IDSR) OPD, 12-59 Months",zYSy2DTLMZ5.S9lgLKttxVk
NHMIS Instance,NHMIS instance data element operands,"Onchocerciasis(IDSR) OPD, 5-9 Years",zYSy2DTLMZ5.GuwQDSNXI2n
NHMIS Instance,NHMIS instance data element operands,"Onchocerciasis(IDSR) OPD, 10-19 Years",zYSy2DTLMZ5.Azb36tdrvnc
NHMIS Instance,NHMIS instance data element operands,"Onchocerciasis(IDSR) OPD, 20-40 years",zYSy2DTLMZ5.W8BTSrLbsah
NHMIS Instance,NHMIS instance data element operands,"Onchocerciasis(IDSR) OPD, >40 Years",zYSy2DTLMZ5.HfE9ylTZhoB
NHMIS Instance,NHMIS instance data element operands,"Onchocerciasis(IDSR) IPD, 0-28 Days",zYSy2DTLMZ5.KSd2hoMJ40u
NHMIS Instance,NHMIS instance data element operands,"Onchocerciasis(IDSR) IPD, 1-11 Months",zYSy2DTLMZ5.HrcVeqd27yB
NHMIS Instance,NHMIS instance data element operands,"Onchocerciasis(IDSR) IPD, 12-59 Months",zYSy2DTLMZ5.rqVvIKBjypm
NHMIS Instance,NHMIS instance data element operands,"Onchocerciasis(IDSR) IPD, 5-9 Years",zYSy2DTLMZ5.dE2b3PDnsmX
NHMIS Instance,NHMIS instance data element operands,"Onchocerciasis(IDSR) IPD, 10-19 Years",zYSy2DTLMZ5.BTA74ERPVoO
NHMIS Instance,NHMIS instance data element operands,"Onchocerciasis(IDSR) IPD, 20-40 years",zYSy2DTLMZ5.EyvTWWXtkHG
NHMIS Instance,NHMIS instance data element operands,"Onchocerciasis(IDSR) IPD, >40 Years",zYSy2DTLMZ5.fwgSj4H5cWg
NHMIS Instance,NHMIS instance data element operands,"Onchocerciasis(IDSR) Death, 0-28 Days",zYSy2DTLMZ5.mDrlCrRm1I1
NHMIS Instance,NHMIS instance data element operands,"Onchocerciasis(IDSR) Death, 1-11 Months",zYSy2DTLMZ5.EDAuN8MhOiL
NHMIS Instance,NHMIS instance data element operands,"Onchocerciasis(IDSR) Death, 12-59 Months",zYSy2DTLMZ5.ehxdCvRNiDI
NHMIS Instance,NHMIS instance data element operands,"Onchocerciasis(IDSR) Death, 5-9 Years",zYSy2DTLMZ5.AQg8DZjcKfr
NHMIS Instance,NHMIS instance data element operands,"Onchocerciasis(IDSR) Death, 10-19 Years",zYSy2DTLMZ5.Edj6xrK30GQ
NHMIS Instance,NHMIS instance data element operands,"Onchocerciasis(IDSR) Death, 20-40 years",zYSy2DTLMZ5.ToNzwZ3X4fs
NHMIS Instance,NHMIS instance data element operands,"Onchocerciasis(IDSR) Death, >40 Years",zYSy2DTLMZ5.Qw3zZg1ZMv0
NHMIS Instance,NHMIS instance data element operands,"Pertussis(IDSR) OPD, 0-28 Days",T8BCxbF0bfF.m0rtkiHX676
NHMIS Instance,NHMIS instance data element operands,"Pertussis(IDSR) OPD, 1-11 Months",T8BCxbF0bfF.SjLnrVqttdb
NHMIS Instance,NHMIS instance data element operands,"Pertussis(IDSR) OPD, 12-59 Months",T8BCxbF0bfF.S9lgLKttxVk
NHMIS Instance,NHMIS instance data element operands,"Pertussis(IDSR) OPD, 5-9 Years",T8BCxbF0bfF.GuwQDSNXI2n
NHMIS Instance,NHMIS instance data element operands,"Pertussis(IDSR) OPD, 10-19 Years",T8BCxbF0bfF.Azb36tdrvnc
NHMIS Instance,NHMIS instance data element operands,"Pertussis(IDSR) OPD, 20-40 years",T8BCxbF0bfF.W8BTSrLbsah
NHMIS Instance,NHMIS instance data element operands,"Pertussis(IDSR) OPD, >40 Years",T8BCxbF0bfF.HfE9ylTZhoB
NHMIS Instance,NHMIS instance data element operands,"Pertussis(IDSR) IPD, 0-28 Days",T8BCxbF0bfF.KSd2hoMJ40u
NHMIS Instance,NHMIS instance data element operands,"Pertussis(IDSR) IPD, 1-11 Months",T8BCxbF0bfF.HrcVeqd27yB
NHMIS Instance,NHMIS instance data element operands,"Pertussis(IDSR) IPD, 12-59 Months",T8BCxbF0bfF.rqVvIKBjypm
NHMIS Instance,NHMIS instance data element operands,"Pertussis(IDSR) IPD, 5-9 Years",T8BCxbF0bfF.dE2b3PDnsmX
NHMIS Instance,NHMIS instance data element operands,"Pertussis(IDSR) IPD, 10-19 Years",T8BCxbF0bfF.BTA74ERPVoO
NHMIS Instance,NHMIS instance data element operands,"Pertussis(IDSR) IPD, 20-40 years",T8BCxbF0bfF.EyvTWWXtkHG
NHMIS Instance,NHMIS instance data element operands,"Pertussis(IDSR) IPD, >40 Years",T8BCxbF0bfF.fwgSj4H5cWg
NHMIS Instance,NHMIS instance data element operands,"Pertussis(IDSR) Death, 0-28 Days",T8BCxbF0bfF.mDrlCrRm1I1
NHMIS Instance,NHMIS instance data element operands,"Pertussis(IDSR) Death, 1-11 Months",T8BCxbF0bfF.EDAuN8MhOiL
NHMIS Instance,NHMIS instance data element operands,"Pertussis(IDSR) Death, 12-59 Months",T8BCxbF0bfF.ehxdCvRNiDI
NHMIS Instance,NHMIS instance data element operands,"Pertussis(IDSR) Death, 5-9 Years",T8BCxbF0bfF.AQg8DZjcKfr
NHMIS Instance,NHMIS instance data element operands,"Pertussis(IDSR) Death, 10-19 Years",T8BCxbF0bfF.Edj6xrK30GQ
NHMIS Instance,NHMIS instance data element operands,"Pertussis(IDSR) Death, 20-40 years",T8BCxbF0bfF.ToNzwZ3X4fs
NHMIS Instance,NHMIS instance data element operands,"Pertussis(IDSR) Death, >40 Years",T8BCxbF0bfF.Qw3zZg1ZMv0
NHMIS Instance,NHMIS instance data element operands,"Pneumonia = 5yrs (IDSR) OPD, 0-28 Days",fNFIdyVfMVu.m0rtkiHX676
NHMIS Instance,NHMIS instance data element operands,"Pneumonia = 5yrs (IDSR) OPD, 1-11 Months",fNFIdyVfMVu.SjLnrVqttdb
NHMIS Instance,NHMIS instance data element operands,"Pneumonia = 5yrs (IDSR) OPD, 12-59 Months",fNFIdyVfMVu.S9lgLKttxVk
NHMIS Instance,NHMIS instance data element operands,"Pneumonia = 5yrs (IDSR) OPD, 5-9 Years",fNFIdyVfMVu.GuwQDSNXI2n
NHMIS Instance,NHMIS instance data element operands,"Pneumonia = 5yrs (IDSR) OPD, 10-19 Years",fNFIdyVfMVu.Azb36tdrvnc
NHMIS Instance,NHMIS instance data element operands,"Pneumonia = 5yrs (IDSR) OPD, 20-40 years",fNFIdyVfMVu.W8BTSrLbsah
NHMIS Instance,NHMIS instance data element operands,"Pneumonia = 5yrs (IDSR) OPD, >40 Years",fNFIdyVfMVu.HfE9ylTZhoB
NHMIS Instance,NHMIS instance data element operands,"Pneumonia = 5yrs (IDSR) IPD, 0-28 Days",fNFIdyVfMVu.KSd2hoMJ40u
NHMIS Instance,NHMIS instance data element operands,"Pneumonia = 5yrs (IDSR) IPD, 1-11 Months",fNFIdyVfMVu.HrcVeqd27yB
NHMIS Instance,NHMIS instance data element operands,"Pneumonia = 5yrs (IDSR) IPD, 12-59 Months",fNFIdyVfMVu.rqVvIKBjypm
NHMIS Instance,NHMIS instance data element operands,"Pneumonia = 5yrs (IDSR) IPD, 5-9 Years",fNFIdyVfMVu.dE2b3PDnsmX
NHMIS Instance,NHMIS instance data element operands,"Pneumonia = 5yrs (IDSR) IPD, 10-19 Years",fNFIdyVfMVu.BTA74ERPVoO
NHMIS Instance,NHMIS instance data element operands,"Pneumonia = 5yrs (IDSR) IPD, 20-40 years",fNFIdyVfMVu.EyvTWWXtkHG
NHMIS Instance,NHMIS instance data element operands,"Pneumonia = 5yrs (IDSR) IPD, >40 Years",fNFIdyVfMVu.fwgSj4H5cWg
NHMIS Instance,NHMIS instance data element operands,"Pneumonia = 5yrs (IDSR) Death, 0-28 Days",fNFIdyVfMVu.mDrlCrRm1I1
NHMIS Instance,NHMIS instance data element operands,"Pneumonia = 5yrs (IDSR) Death, 1-11 Months",fNFIdyVfMVu.EDAuN8MhOiL
NHMIS Instance,NHMIS instance data element operands,"Pneumonia = 5yrs (IDSR) Death, 12-59 Months",fNFIdyVfMVu.ehxdCvRNiDI
NHMIS Instance,NHMIS instance data element operands,"Pneumonia = 5yrs (IDSR) Death, 5-9 Years",fNFIdyVfMVu.AQg8DZjcKfr
NHMIS Instance,NHMIS instance data element operands,"Pneumonia = 5yrs (IDSR) Death, 10-19 Years",fNFIdyVfMVu.Edj6xrK30GQ
NHMIS Instance,NHMIS instance data element operands,"Pneumonia = 5yrs (IDSR) Death, 20-40 years",fNFIdyVfMVu.ToNzwZ3X4fs
NHMIS Instance,NHMIS instance data element operands,"Pneumonia = 5yrs (IDSR) Death, >40 Years",fNFIdyVfMVu.Qw3zZg1ZMv0
NHMIS Instance,NHMIS instance data element operands,"Buruli Ulcer(IDSR) OPD, 0-28 Days",kVv6ZfFrHG1.m0rtkiHX676
NHMIS Instance,NHMIS instance data element operands,"Buruli Ulcer(IDSR) OPD, 1-11 Months",kVv6ZfFrHG1.SjLnrVqttdb
NHMIS Instance,NHMIS instance data element operands,"Buruli Ulcer(IDSR) OPD, 12-59 Months",kVv6ZfFrHG1.S9lgLKttxVk
NHMIS Instance,NHMIS instance data element operands,"Buruli Ulcer(IDSR) OPD, 5-9 Years",kVv6ZfFrHG1.GuwQDSNXI2n
NHMIS Instance,NHMIS instance data element operands,"Buruli Ulcer(IDSR) OPD, 10-19 Years",kVv6ZfFrHG1.Azb36tdrvnc
NHMIS Instance,NHMIS instance data element operands,"Buruli Ulcer(IDSR) OPD, 20-40 years",kVv6ZfFrHG1.W8BTSrLbsah
NHMIS Instance,NHMIS instance data element operands,"Buruli Ulcer(IDSR) OPD, >40 Years",kVv6ZfFrHG1.HfE9ylTZhoB
NHMIS Instance,NHMIS instance data element operands,"Buruli Ulcer(IDSR) IPD, 0-28 Days",kVv6ZfFrHG1.KSd2hoMJ40u
NHMIS Instance,NHMIS instance data element operands,"Buruli Ulcer(IDSR) IPD, 1-11 Months",kVv6ZfFrHG1.HrcVeqd27yB
NHMIS Instance,NHMIS instance data element operands,"Buruli Ulcer(IDSR) IPD, 12-59 Months",kVv6ZfFrHG1.rqVvIKBjypm
NHMIS Instance,NHMIS instance data element operands,"Buruli Ulcer(IDSR) IPD, 5-9 Years",kVv6ZfFrHG1.dE2b3PDnsmX
NHMIS Instance,NHMIS instance data element operands,"Buruli Ulcer(IDSR) IPD, 10-19 Years",kVv6ZfFrHG1.BTA74ERPVoO
NHMIS Instance,NHMIS instance data element operands,"Buruli Ulcer(IDSR) IPD, 20-40 years",kVv6ZfFrHG1.EyvTWWXtkHG
NHMIS Instance,NHMIS instance data element operands,"Buruli Ulcer(IDSR) IPD, >40 Years",kVv6ZfFrHG1.fwgSj4H5cWg
NHMIS Instance,NHMIS instance data element operands,"Buruli Ulcer(IDSR) Death, 0-28 Days",kVv6ZfFrHG1.mDrlCrRm1I1
NHMIS Instance,NHMIS instance data element operands,"Buruli Ulcer(IDSR) Death, 1-11 Months",kVv6ZfFrHG1.EDAuN8MhOiL
NHMIS Instance,NHMIS instance data element operands,"Buruli Ulcer(IDSR) Death, 12-59 Months",kVv6ZfFrHG1.ehxdCvRNiDI
NHMIS Instance,NHMIS instance data element operands,"Buruli Ulcer(IDSR) Death, 5-9 Years",kVv6ZfFrHG1.AQg8DZjcKfr
NHMIS Instance,NHMIS instance data element operands,"Buruli Ulcer(IDSR) Death, 10-19 Years",kVv6ZfFrHG1.Edj6xrK30GQ
NHMIS Instance,NHMIS instance data element operands,"Buruli Ulcer(IDSR) Death, 20-40 years",kVv6ZfFrHG1.ToNzwZ3X4fs
NHMIS Instance,NHMIS instance data element operands,"Buruli Ulcer(IDSR) Death, >40 Years",kVv6ZfFrHG1.Qw3zZg1ZMv0
NHMIS Instance,NHMIS instance data element operands,"AFP(IDSR) OPD, 0-28 Days",k9SUVqFWXvO.m0rtkiHX676
NHMIS Instance,NHMIS instance data element operands,"AFP(IDSR) OPD, 1-11 Months",k9SUVqFWXvO.SjLnrVqttdb
NHMIS Instance,NHMIS instance data element operands,"AFP(IDSR) OPD, 12-59 Months",k9SUVqFWXvO.S9lgLKttxVk
NHMIS Instance,NHMIS instance data element operands,"AFP(IDSR) OPD, 5-9 Years",k9SUVqFWXvO.GuwQDSNXI2n
NHMIS Instance,NHMIS instance data element operands,"AFP(IDSR) OPD, 10-19 Years",k9SUVqFWXvO.Azb36tdrvnc
NHMIS Instance,NHMIS instance data element operands,"AFP(IDSR) OPD, 20-40 years",k9SUVqFWXvO.W8BTSrLbsah
NHMIS Instance,NHMIS instance data element operands,"AFP(IDSR) OPD, >40 Years",k9SUVqFWXvO.HfE9ylTZhoB
NHMIS Instance,NHMIS instance data element operands,"AFP(IDSR) IPD, 0-28 Days",k9SUVqFWXvO.KSd2hoMJ40u
NHMIS Instance,NHMIS instance data element operands,"AFP(IDSR) IPD, 1-11 Months",k9SUVqFWXvO.HrcVeqd27yB
NHMIS Instance,NHMIS instance data element operands,"AFP(IDSR) IPD, 12-59 Months",k9SUVqFWXvO.rqVvIKBjypm
NHMIS Instance,NHMIS instance data element operands,"AFP(IDSR) IPD, 5-9 Years",k9SUVqFWXvO.dE2b3PDnsmX
NHMIS Instance,NHMIS instance data element operands,"AFP(IDSR) IPD, 10-19 Years",k9SUVqFWXvO.BTA74ERPVoO
NHMIS Instance,NHMIS instance data element operands,"AFP(IDSR) IPD, 20-40 years",k9SUVqFWXvO.EyvTWWXtkHG
NHMIS Instance,NHMIS instance data element operands,"AFP(IDSR) IPD, >40 Years",k9SUVqFWXvO.fwgSj4H5cWg
NHMIS Instance,NHMIS instance data element operands,"AFP(IDSR) Death, 0-28 Days",k9SUVqFWXvO.mDrlCrRm1I1
NHMIS Instance,NHMIS instance data element operands,"AFP(IDSR) Death, 1-11 Months",k9SUVqFWXvO.EDAuN8MhOiL
NHMIS Instance,NHMIS instance data element operands,"AFP(IDSR) Death, 12-59 Months",k9SUVqFWXvO.ehxdCvRNiDI
NHMIS Instance,NHMIS instance data element operands,"AFP(IDSR) Death, 5-9 Years",k9SUVqFWXvO.AQg8DZjcKfr
NHMIS Instance,NHMIS instance data element operands,"AFP(IDSR) Death, 10-19 Years",k9SUVqFWXvO.Edj6xrK30GQ
NHMIS Instance,NHMIS instance data element operands,"AFP(IDSR) Death, 20-40 years",k9SUVqFWXvO.ToNzwZ3X4fs
NHMIS Instance,NHMIS instance data element operands,"AFP(IDSR) Death, >40 Years",k9SUVqFWXvO.Qw3zZg1ZMv0
NHMIS Instance,NHMIS instance data element operands,"Confirmed Poliomyelitis(IDSR) OPD, 0-28 Days",Qg1Ix8NzKKg.m0rtkiHX676
NHMIS Instance,NHMIS instance data element operands,"Confirmed Poliomyelitis(IDSR) OPD, 1-11 Months",Qg1Ix8NzKKg.SjLnrVqttdb
NHMIS Instance,NHMIS instance data element operands,"Confirmed Poliomyelitis(IDSR) OPD, 12-59 Months",Qg1Ix8NzKKg.S9lgLKttxVk
NHMIS Instance,NHMIS instance data element operands,"Confirmed Poliomyelitis(IDSR) OPD, 5-9 Years",Qg1Ix8NzKKg.GuwQDSNXI2n
NHMIS Instance,NHMIS instance data element operands,"Confirmed Poliomyelitis(IDSR) OPD, 10-19 Years",Qg1Ix8NzKKg.Azb36tdrvnc
NHMIS Instance,NHMIS instance data element operands,"Confirmed Poliomyelitis(IDSR) OPD, 20-40 years",Qg1Ix8NzKKg.W8BTSrLbsah
NHMIS Instance,NHMIS instance data element operands,"Confirmed Poliomyelitis(IDSR) OPD, >40 Years",Qg1Ix8NzKKg.HfE9ylTZhoB
NHMIS Instance,NHMIS instance data element operands,"Confirmed Poliomyelitis(IDSR) IPD, 0-28 Days",Qg1Ix8NzKKg.KSd2hoMJ40u
NHMIS Instance,NHMIS instance data element operands,"Confirmed Poliomyelitis(IDSR) IPD, 1-11 Months",Qg1Ix8NzKKg.HrcVeqd27yB
NHMIS Instance,NHMIS instance data element operands,"Confirmed Poliomyelitis(IDSR) IPD, 12-59 Months",Qg1Ix8NzKKg.rqVvIKBjypm
NHMIS Instance,NHMIS instance data element operands,"Confirmed Poliomyelitis(IDSR) IPD, 5-9 Years",Qg1Ix8NzKKg.dE2b3PDnsmX
NHMIS Instance,NHMIS instance data element operands,"Confirmed Poliomyelitis(IDSR) IPD, 10-19 Years",Qg1Ix8NzKKg.BTA74ERPVoO
NHMIS Instance,NHMIS instance data element operands,"Confirmed Poliomyelitis(IDSR) IPD, 20-40 years",Qg1Ix8NzKKg.EyvTWWXtkHG
NHMIS Instance,NHMIS instance data element operands,"Confirmed Poliomyelitis(IDSR) IPD, >40 Years",Qg1Ix8NzKKg.fwgSj4H5cWg
NHMIS Instance,NHMIS instance data element operands,"Confirmed Poliomyelitis(IDSR) Death, 0-28 Days",Qg1Ix8NzKKg.mDrlCrRm1I1
NHMIS Instance,NHMIS instance data element operands,"Confirmed Poliomyelitis(IDSR) Death, 1-11 Months",Qg1Ix8NzKKg.EDAuN8MhOiL
NHMIS Instance,NHMIS instance data element operands,"Confirmed Poliomyelitis(IDSR) Death, 12-59 Months",Qg1Ix8NzKKg.ehxdCvRNiDI
NHMIS Instance,NHMIS instance data element operands,"Confirmed Poliomyelitis(IDSR) Death, 5-9 Years",Qg1Ix8NzKKg.AQg8DZjcKfr
NHMIS Instance,NHMIS instance data element operands,"Confirmed Poliomyelitis(IDSR) Death, 10-19 Years",Qg1Ix8NzKKg.Edj6xrK30GQ
NHMIS Instance,NHMIS instance data element operands,"Confirmed Poliomyelitis(IDSR) Death, 20-40 years",Qg1Ix8NzKKg.ToNzwZ3X4fs
NHMIS Instance,NHMIS instance data element operands,"Confirmed Poliomyelitis(IDSR) Death, >40 Years",Qg1Ix8NzKKg.Qw3zZg1ZMv0
NHMIS Instance,NHMIS instance data element operands,"Rabies_Human(IDSR) OPD, 0-28 Days",UciyBQtYDHK.m0rtkiHX676
NHMIS Instance,NHMIS instance data element operands,"Rabies_Human(IDSR) OPD, 1-11 Months",UciyBQtYDHK.SjLnrVqttdb
NHMIS Instance,NHMIS instance data element operands,"Rabies_Human(IDSR) OPD, 12-59 Months",UciyBQtYDHK.S9lgLKttxVk
NHMIS Instance,NHMIS instance data element operands,"Rabies_Human(IDSR) OPD, 5-9 Years",UciyBQtYDHK.GuwQDSNXI2n
NHMIS Instance,NHMIS instance data element operands,"Rabies_Human(IDSR) OPD, 10-19 Years",UciyBQtYDHK.Azb36tdrvnc
NHMIS Instance,NHMIS instance data element operands,"Rabies_Human(IDSR) OPD, 20-40 years",UciyBQtYDHK.W8BTSrLbsah
NHMIS Instance,NHMIS instance data element operands,"Rabies_Human(IDSR) OPD, >40 Years",UciyBQtYDHK.HfE9ylTZhoB
NHMIS Instance,NHMIS instance data element operands,"Rabies_Human(IDSR) IPD, 0-28 Days",UciyBQtYDHK.KSd2hoMJ40u
NHMIS Instance,NHMIS instance data element operands,"Rabies_Human(IDSR) IPD, 1-11 Months",UciyBQtYDHK.HrcVeqd27yB
NHMIS Instance,NHMIS instance data element operands,"Rabies_Human(IDSR) IPD, 12-59 Months",UciyBQtYDHK.rqVvIKBjypm
NHMIS Instance,NHMIS instance data element operands,"Rabies_Human(IDSR) IPD, 5-9 Years",UciyBQtYDHK.dE2b3PDnsmX
NHMIS Instance,NHMIS instance data element operands,"Rabies_Human(IDSR) IPD, 10-19 Years",UciyBQtYDHK.BTA74ERPVoO
NHMIS Instance,NHMIS instance data element operands,"Rabies_Human(IDSR) IPD, 20-40 years",UciyBQtYDHK.EyvTWWXtkHG
NHMIS Instance,NHMIS instance data element operands,"Rabies_Human(IDSR) IPD, >40 Years",UciyBQtYDHK.fwgSj4H5cWg
NHMIS Instance,NHMIS instance data element operands,"Rabies_Human(IDSR) Death, 0-28 Days",UciyBQtYDHK.mDrlCrRm1I1
NHMIS Instance,NHMIS instance data element operands,"Rabies_Human(IDSR) Death, 1-11 Months",UciyBQtYDHK.EDAuN8MhOiL
NHMIS Instance,NHMIS instance data element operands,"Rabies_Human(IDSR) Death, 12-59 Months",UciyBQtYDHK.ehxdCvRNiDI
NHMIS Instance,NHMIS instance data element operands,"Rabies_Human(IDSR) Death, 5-9 Years",UciyBQtYDHK.AQg8DZjcKfr
NHMIS Instance,NHMIS instance data element operands,"Rabies_Human(IDSR) Death, 10-19 Years",UciyBQtYDHK.Edj6xrK30GQ
NHMIS Instance,NHMIS instance data element operands,"Rabies_Human(IDSR) Death, 20-40 years",UciyBQtYDHK.ToNzwZ3X4fs
NHMIS Instance,NHMIS instance data element operands,"Rabies_Human(IDSR) Death, >40 Years",UciyBQtYDHK.Qw3zZg1ZMv0
NHMIS Instance,NHMIS instance data element operands,"SARI OPD, 0-28 Days",sDqIdbTs5Np.m0rtkiHX676
NHMIS Instance,NHMIS instance data element operands,"SARI OPD, 1-11 Months",sDqIdbTs5Np.SjLnrVqttdb
NHMIS Instance,NHMIS instance data element operands,"SARI OPD, 12-59 Months",sDqIdbTs5Np.S9lgLKttxVk
NHMIS Instance,NHMIS instance data element operands,"SARI OPD, 5-9 Years",sDqIdbTs5Np.GuwQDSNXI2n
NHMIS Instance,NHMIS instance data element operands,"SARI OPD, 10-19 Years",sDqIdbTs5Np.Azb36tdrvnc
NHMIS Instance,NHMIS instance data element operands,"SARI OPD, 20-40 years",sDqIdbTs5Np.W8BTSrLbsah
NHMIS Instance,NHMIS instance data element operands,"SARI OPD, >40 Years",sDqIdbTs5Np.HfE9ylTZhoB
NHMIS Instance,NHMIS instance data element operands,"SARI IPD, 0-28 Days",sDqIdbTs5Np.KSd2hoMJ40u
NHMIS Instance,NHMIS instance data element operands,"SARI IPD, 1-11 Months",sDqIdbTs5Np.HrcVeqd27yB
NHMIS Instance,NHMIS instance data element operands,"SARI IPD, 12-59 Months",sDqIdbTs5Np.rqVvIKBjypm
NHMIS Instance,NHMIS instance data element operands,"SARI IPD, 5-9 Years",sDqIdbTs5Np.dE2b3PDnsmX
NHMIS Instance,NHMIS instance data element operands,"SARI IPD, 10-19 Years",sDqIdbTs5Np.BTA74ERPVoO
NHMIS Instance,NHMIS instance data element operands,"SARI IPD, 20-40 years",sDqIdbTs5Np.EyvTWWXtkHG
NHMIS Instance,NHMIS instance data element operands,"SARI IPD, >40 Years",sDqIdbTs5Np.fwgSj4H5cWg
NHMIS Instance,NHMIS instance data element operands,"SARI Death, 0-28 Days",sDqIdbTs5Np.mDrlCrRm1I1
NHMIS Instance,NHMIS instance data element operands,"SARI Death, 1-11 Months",sDqIdbTs5Np.EDAuN8MhOiL
NHMIS Instance,NHMIS instance data element operands,"SARI Death, 12-59 Months",sDqIdbTs5Np.ehxdCvRNiDI
NHMIS Instance,NHMIS instance data element operands,"SARI Death, 5-9 Years",sDqIdbTs5Np.AQg8DZjcKfr
NHMIS Instance,NHMIS instance data element operands,"SARI Death, 10-19 Years",sDqIdbTs5Np.Edj6xrK30GQ
NHMIS Instance,NHMIS instance data element operands,"SARI Death, 20-40 years",sDqIdbTs5Np.ToNzwZ3X4fs
NHMIS Instance,NHMIS instance data element operands,"SARI Death, >40 Years",sDqIdbTs5Np.Qw3zZg1ZMv0
NHMIS Instance,NHMIS instance data element operands,"Schistosomiasis(IDSR) OPD, 0-28 Days",n4kd1Dv2ErF.m0rtkiHX676
NHMIS Instance,NHMIS instance data element operands,"Schistosomiasis(IDSR) OPD, 1-11 Months",n4kd1Dv2ErF.SjLnrVqttdb
NHMIS Instance,NHMIS instance data element operands,"Schistosomiasis(IDSR) OPD, 12-59 Months",n4kd1Dv2ErF.S9lgLKttxVk
NHMIS Instance,NHMIS instance data element operands,"Schistosomiasis(IDSR) OPD, 5-9 Years",n4kd1Dv2ErF.GuwQDSNXI2n
NHMIS Instance,NHMIS instance data element operands,"Schistosomiasis(IDSR) OPD, 10-19 Years",n4kd1Dv2ErF.Azb36tdrvnc
